지점,지점명,일시,평균풍속(KT),최대풍속(KT),최대순간풍속(KT),최대풍속 나타난시각(hhmi),최대순간풍속 나타난시각(hhmi),최대풍속 풍향(deg),최대순간풍속 풍향(deg),최단시정현상,최고기온(°C),최저기온(°C),최고기온시각(hhmi),최저기온시각(hhmi),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),강수량합(mm),1시간최다강수(mm),1시간최다강수 시각(hhmi),30분최다강수(mm),10분최다강수(mm),최심신적설(cm),최심적설(cm),평균운량(1/8),5/8이상최저운고(FT),평균이슬점온도(°C),평균상대습도(%),기사란
110,김포공항,2020-05-02,5.6,10,18,1554,1413,250,250,10,23.9,17.2,1343,57,1011.6,1013.9,1008.5,0,0,,0,0,,,7.9,600,17.3,87,{박무}0-1200. {박무}2200-2400. {비}2300-2400.
110,김포공항,2020-05-03,4.3,11,20,1117,1242,120,110,10,27.4,15.3,1557,457,1005.9,1008.7,1003.3,,,,,,,,5.6,3500,16.3,78,{박무}0-1000.
110,김포공항,2020-05-04,6.3,12,19,1338,1308,230,220,10,24.5,12.5,1304,2353,1008,1011.2,1005.2,,,,,,,,3.9,3500,13.7,72,{박무}400-500. {연무}800-900.
110,김포공항,2020-05-05,3.6,12,16,1308,1324,290,260,10,19.4,10.6,1201,2351,1011.8,1013.7,1010.6,,,,,,,,4.8,10000,10.2,75,{박무}1300-1400. {박무}2400-2400.
110,김포공항,2020-05-06,4.7,15,22,1817,1830,290,290,10,27.1,8.4,1410,417,1013.7,1016,1011.2,,,,,,,,0.5,,9.2,63,{박무}0-700.
110,김포공항,2020-05-07,6.7,14,22,827,826,130,130,,26.9,13.8,1405,18,1017.1,1018.8,1015,,,,,,,,5.3,18000,4.7,39,
110,김포공항,2020-05-08,5.2,11,19,817,1202,120,240,63,26.8,13.8,1307,536,1014.7,1016.9,1012.4,1.9,1.2,2151,1,0.5,,,6.4,3000,2.8,39,{비}1812-2400. {박무}2200-2400.
110,김포공항,2020-05-09,9,16,25,324,324,100,100,63,17.2,13.1,1426,328,1005.1,1013.9,1001.5,18.7,3.4,846,2,0.8,,,7.7,500,13.8,96,{비}0-1700. {박무}300-2400. {이슬비}1700-1735. {이슬비}1900-2100. {비}2100-2120. {비}2245-2400.
110,김포공항,2020-05-10,5.8,10,17,1358,932,240,200,10,17.7,13,1314,154,1007,1010.2,1004.4,0.5,0.3,124,0.2,0.1,,,6.4,500,13,90,{비}20-700. {박무}100-1100. {박무}1445-2400.
110,김포공항,2020-05-11,6.3,12,23,1612,1501,230,250,10,22.2,11.5,1413,607,1008.1,1010,1005.5,1.8,1.8,2244,1.4,0.9,,,5,6000,9,66,{박무}0-944. {연무}944-1200. {황사 또는 공중먼지}1300-2400. {비}2000-2114. {비}2243-2400.
110,김포공항,2020-05-12,7.5,16,24,1559,1052,260,230,10,20.2,8.2,1523,519,1005.1,1011.2,1003.1,0.7,0.7,1,0.6,0.5,,,3,2500,9.3,74,{비}0-50. {박무}700-900.
110,김포공항,2020-05-13,7.6,18,34,1217,1155,260,260,,22.6,6.8,1409,509,1015.1,1017.7,1011.2,,,,,,,,0.9,20000,5.5,56,
110,김포공항,2020-05-14,4.7,11,18,1408,1146,310,210,,25.7,10.7,1332,26,1016.2,1018.8,1012.2,,,,,,,,6.9,11000,4.7,42,
110,김포공항,2020-05-15,8,15,23,1132,1112,120,120,61,20.9,14.9,146,1049,1008.8,1013.5,1005.6,7.5,2.1,853,1.4,0.6,,,8,800,13.1,83,{비}314-1700. {박무}800-1000. {박무}1400-1700. {비}1724-2400. {박무}1724-2400.
110,김포공항,2020-05-16,3.7,8,11,43,38,140,140,61,19.7,14.4,1559,2136,1006.7,1008.3,1005.2,1.2,0.4,6,0.3,0.2,,,7.1,300,15.4,93,{비}0-618. {박무}0-2400. {이슬비}715-822.
110,김포공항,2020-05-17,5.1,11,15,1741,1813,330,320,10,24.2,14.1,1519,530,1005.5,1007.9,1003.2,,,,,,,,5.9,500,15.7,86,{박무}0-1337. {연무}1337-1900. {박무}1900-2400.
110,김포공항,2020-05-18,6.6,24,36,1539,1530,290,300,97,28.1,13.1,1433,2133,998.7,1003.6,991.6,23.2,14.2,1526,13.5,9.5,,,7.3,2500,16,88,{박무}0-1200. {비}630-648. {연무}1200-1300. {비}1518-1534. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}1534-1600. {박무}1534-1700. {뇌전과 강한비 뇌전과 강한눈 뇌전과 강한진눈깨비}1600-1604. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}1604-1635. {비}1635-2017. {박무}1731-2300.
110,김포공항,2020-05-19,10,19,27,1455,1437,40,40,61,17.3,10.9,1600,2306,1000.3,1008.5,996.7,9.3,3.8,637,2.5,1,,,6.3,2500,9.2,76,{박무}100-200. {비}312-400. {박무}345-500. {박무}600-1151. {비}610-823. {비}843-1151.
110,김포공항,2020-05-20,5.4,12,17,1655,1650,280,280,,20.7,10.1,1523,144,1011.6,1014.6,1008.5,,,,,,,,4.8,3000,8.3,67,
110,김포공항,2020-05-21,4.2,9,17,621,1202,110,270,,23,10.9,1453,243,1014.5,1016.4,1012.7,,,,,,,,4.2,9000,9.5,63,
110,김포공항,2020-05-22,4.5,11,16,1638,1638,270,270,10,23.4,13.9,1503,405,1012.8,1015.3,1009.8,0,0,,0,0,,,6.8,3000,13.3,73,{연무}1400-2100. {비}1832-1843. {박무}2100-2400.
110,김포공항,2020-05-23,4.7,13,23,1644,1655,270,260,10,24.5,15.6,1322,530,1011.1,1012.5,1009,0.2,0.2,2326,0.2,0.2,,,6.4,2500,14.1,72,{박무}0-900. {박무}2100-2400. {비}2326-2400.
110,김포공항,2020-05-24,7.2,18,30,647,643,230,240,95,20.8,14.4,1319,1948,1009.6,1013,1006.2,15.1,11,530,9,7.8,,,6.7,500,15.3,90,{비}0-532. {박무}0-1229. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}532-600. {비}600-729. {박무}1900-2400.
110,김포공항,2020-05-25,4.5,10,16,1344,1419,240,250,10,20.3,12.5,1232,2319,1012.6,1013.8,1011,,,,,,,,6.3,500,13.6,87,{박무}0-2400.
110,김포공항,2020-05-26,3.9,14,18,1437,1435,290,290,10,22.4,12.9,1347,1,1009.8,1012.5,1007.8,0.7,0.5,1600,0.3,0.3,,,6.5,500,13.5,87,{박무}0-1100. {연무}1100-1400. {박무}1400-1500. {연무}1500-1541. {박무}1541-1700. {비}1541-1714. {비}1957-2026. {박무}2200-2400.
110,김포공항,2020-05-27,4.8,13,18,1428,1426,300,300,10,23.9,10.2,1404,345,1009.6,1011,1008.2,,,,,,,,3,12000,12.4,78,{박무}0-700. {박무}2400-2400.
110,김포공항,2020-05-28,5,11,18,1305,1322,280,270,10,23.4,12.4,1614,502,1009.7,1012.4,1008.7,0,0,,0,0,,,3.8,7000,12,71,{박무}0-800. {비}827-844.
110,김포공항,2020-05-29,4.2,12,16,1556,917,290,230,10,27.6,11.8,1533,541,1014.9,1017.1,1012.4,,,,,,,,1.6,20000,14.4,75,{박무}100-1000. {연무}1000-1100.
110,김포공항,2020-05-30,4,13,18,1639,1657,300,300,10,29,14.6,1229,503,1016.3,1018.6,1014.2,,,,,,,,2,20000,14.6,69,{박무}400-600. {연무}1000-1100. {연무}1400-1700.
110,김포공항,2020-05-31,4.3,11,18,1417,2111,280,260,61,26.8,16,1308,132,1011.9,1015.7,1009.2,0.3,0.3,2227,0.2,0.1,,,6.3,2000,15,74,{박무}100-800. {연무}800-1400. {박무}2200-2400. {비}2205-2341.
110,김포공항,2020-06-01,9,21,34,1532,1526,270,280,10,24.2,15,1339,2359,1009.9,1010.8,1008.7,0,0,,0,0,,,4,2000,12.9,69,{박무}0-300. {비}500-516. {박무}2400-2400.
110,김포공항,2020-06-02,6.5,21,28,1135,1156,130,130,61,23.2,12.5,1519,423,1007.7,1011.3,1004.8,2.3,2.3,1031,1.9,0.9,,,7.2,1200,13.1,76,{박무}0-600. {비}1021-1146. {박무}1021-1200. {박무}2300-2400.
110,김포공항,2020-06-03,4.9,13,24,1644,1654,240,240,10,28,16.7,1501,532,1003.9,1005.8,1001.3,,,,,,,,5,500,17.6,80,{박무}0-1000. {연무}1000-1100. {박무}2100-2400.
110,김포공항,2020-06-04,6.1,11,22,1410,1417,250,230,51,25.4,18.6,1359,2141,1004.1,1006.7,1002.9,0.1,0.1,2126,0.1,0.1,,,6.7,500,19,90,{박무}0-2400. {이슬비}418-500. {이슬비}2126-2337.
110,김포공항,2020-06-05,4,10,14,1715,915,290,250,10,28.4,17.3,1547,157,1007.2,1008.5,1005.6,,,,,,,,5.3,1600,17.3,78,{박무}0-1100. {연무}1100-1300. {박무}2200-2400.
110,김포공항,2020-06-06,4.2,13,18,1608,1559,280,280,10,31.4,16.6,1504,442,1008,1010.2,1006.4,,,,,,,,2.2,20000,17.8,74,{박무}0-1000. {연무}1000-1300. {연무}1600-2100. {박무}2100-2400.
110,김포공항,2020-06-07,4.8,11,22,1651,1541,250,240,10,28,17.2,1351,348,1011.8,1013.6,1009.9,,,,,,,,2.5,1200,17.2,79,{박무}0-100. {박무}600-1000. {연무}1000-1100. {박무}2100-2400.
110,김포공항,2020-06-08,4.1,12,18,1631,1750,270,280,10,31.6,18.3,1439,1,1014.7,1016.5,1013.1,,,,,,,,2.4,800,18.2,72,{박무}0-900.
110,김포공항,2020-06-09,4.3,13,19,1550,1548,280,280,10,33,17.8,1436,529,1014.4,1015.9,1012.7,,,,,,,,3,20000,16.7,62,{박무}600-800.
110,김포공항,2020-06-10,4,11,19,1516,1411,300,290,61,32,20,1200,501,1009.3,1013.6,1005.3,6.4,2.7,2045,2,0.9,,,7,2300,19,72,{비}1714-2333. {박무}2000-2400.
110,김포공항,2020-06-11,5.7,10,16,838,959,20,350,10,31.7,21.3,1452,530,1003.7,1005.6,1001.2,,,,,,,,4.6,3000,20.9,78,{박무}0-700.
110,김포공항,2020-06-12,3.7,7,14,1409,1733,300,240,10,27.4,18.8,1252,345,1005,1005.9,1003.9,,,,,,,,7,15000,19.6,81,{박무}500-600. {박무}1200-1300.
110,김포공항,2020-06-13,4,11,17,1337,1331,280,270,10,32.4,18.7,1315,513,1004.3,1006.1,1002.4,0,0,,0,0,,,4.2,3000,17,62,{박무}500-600. {비}2144-2155.
110,김포공항,2020-06-14,6.8,14,22,1649,1652,260,250,50,28.9,19.7,1430,2357,1004,1007.2,1002.6,0.1,0.1,149,0.1,0.1,,,3.8,1500,18.2,74,{비}35-118. {박무}118-800. {비}149-209. {이슬비}209-240. {이슬비}246-305.
110,김포공항,2020-06-15,7.3,14,27,1507,1438,240,250,10,27.5,16.5,1301,254,1006.4,1008,1004.7,,,,,,,,4.3,1300,16.3,72,{박무}100-900. {박무}2300-2400.
110,김포공항,2020-06-16,4.6,11,15,1609,1607,280,290,10,30.2,19.1,1503,2324,1005.8,1006.9,1004,,,,,,,,5.7,1300,17.7,71,{박무}0-800. {연무}800-2000. {박무}2000-2400.
110,김포공항,2020-06-17,5,13,19,1601,1527,270,240,10,29.2,16.7,1257,531,1005.3,1006.1,1003.9,,,,,,,,5.8,20000,17.2,73,{박무}0-736. {연무}736-1500.
110,김포공항,2020-06-18,3.8,10,15,1728,1740,290,270,10,27.8,18.5,1607,512,1003.1,1005.8,1001.2,,,,,,,,7.5,4000,17.9,77,{박무}600-1300. {연무}1800-1900.
110,김포공항,2020-06-19,5.4,12,18,1658,1734,290,280,,30.4,19.5,1544,635,1006.2,1009.7,1002.9,0.1,0.1,646,0.1,0.1,,,4.6,4000,17.8,71,{비}612-634. {비}646-724.
110,김포공항,2020-06-20,4.9,13,20,1511,1507,290,290,10,29.4,17.9,1304,458,1010.1,1011.4,1008.6,,,,,,,,0.8,,18.1,74,{박무}500-900.
110,김포공항,2020-06-21,4.7,12,18,1550,1532,280,280,10,32,17.8,1356,543,1008.2,1010.1,1005.5,,,,,,,,0.4,,18.7,74,{박무}100-800.
110,김포공항,2020-06-22,4.4,13,18,1821,1516,290,280,10,35.4,18.9,1446,527,1008,1009,1006.6,,,,,,,,1.3,,18,64,{박무}500-600.
110,김포공항,2020-06-23,4.5,10,15,1449,1448,300,300,,31,20.8,1359,542,1008.5,1009.7,1006.3,,,,,,,,6.2,12000,17.9,64,
110,김포공항,2020-06-24,8,17,26,1142,1133,110,120,61,26.4,19.9,644,1158,1002.7,1006.3,1000.2,18.1,4,950,2.6,1.8,,,8,400,19.8,88,{비}445-543. {박무}500-543. {비}718-735. {비}746-2400. {박무}1000-1500. {박무}1600-2400.
110,김포공항,2020-06-25,6.2,10,21,1334,1827,210,200,50,23.6,19.8,1525,2358,1001.5,1003.2,1000.5,5.5,1.2,1,1,0.7,,,8,300,20.6,95,{비}0-638. {박무}0-1125. {이슬비}749-1018. {이슬비}1108-1125. {이슬비}1613-1632. {이슬비}1833-1925. {박무}1900-2400. {이슬비}2009-2049. {비}2049-2200. {이슬비}2200-2400.
110,김포공항,2020-06-26,7.6,12,22,1335,1506,260,240,51,26.6,19.2,1355,315,1006.1,1008.3,1003,1.2,0.4,3,0.2,0.1,,,6.2,700,19.4,87,{이슬비}0-442. {박무}0-442. {박무}733-1200.
110,김포공항,2020-06-27,4,14,19,1722,1716,300,290,,29.4,19.7,1437,444,1005.5,1008.1,1003.6,0,0,,0,0,,,5.2,3000,19.3,79,{비}550-600. {비}608-627.
110,김포공항,2020-06-28,4.9,12,17,1628,1448,290,320,10,29.3,20.3,1347,220,1004.7,1006.2,1003.6,,,,,,,,2.5,1000,20.2,80,{박무}100-1000. {박무}2400-2400.
110,김포공항,2020-06-29,7.1,15,22,1802,1735,120,130,10,27.3,18.2,1044,530,1002,1006.2,993.2,8.9,4,2212,2.3,1,,,6.5,3000,19.7,82,{박무}0-1000. {비}1906-2400. {박무}2000-2400.
110,김포공항,2020-06-30,10.8,20,29,1636,1629,10,10,65,22.9,17.9,1515,2012,994,1001.3,989.8,36.2,12.6,350,9.6,4.1,,,8,3000,18.2,91,{비}0-1000. {박무}0-1000. {비}1100-1318. {비}1552-1623. {비}1738-2230. {비}2316-2400.
110,김포공항,2020-07-01,3.4,7,14,2138,1004,130,250,10,24.8,17.7,1514,412,1004.5,1008.7,1001.2,0.2,0.2,112,0.1,0.1,,,6.9,2500,18.3,85,{비}100-230. {비}840-848. {박무}1833-2400.
110,김포공항,2020-07-02,5.1,9,13,841,1714,100,280,10,29,19,1459,101,1010.6,1013.1,1008.6,,,,,,,,5.2,2000,19.6,81,{박무}0-1200. {연무}1200-2000. {박무}2000-2400.
110,김포공항,2020-07-03,6.3,16,25,1456,1419,150,140,61,31.5,19.9,1314,406,1010.4,1012.8,1007.9,0.5,0.4,2235,0.2,0.1,,,5.8,2500,18.1,70,{박무}0-900. {비}2131-2400. {박무}2200-2400.
110,김포공항,2020-07-04,4,12,17,1532,1505,290,290,61,28.6,19.7,1420,316,1007.1,1009.9,1005.5,1.2,0.6,1,0.4,0.2,,,6,2500,18.5,77,{비}0-400. {박무}0-900. {비}500-522.
110,김포공항,2020-07-05,4.3,11,19,1642,2111,290,290,10,28.5,18,1507,421,1004.5,1006.6,1002.2,,,,,,,,3.7,1200,18,76,{박무}100-1000. {연무}1000-1200.
110,김포공항,2020-07-06,4,12,16,1647,1647,280,300,,30.4,20,1403,538,1001.1,1002.8,999.1,,,,,,,,4.9,4000,19.8,75,
110,김포공항,2020-07-07,5.2,10,16,1124,1614,290,310,,28.1,20.5,1604,2224,1004.1,1005.6,1002.2,,,,,,,,4.5,2000,20.3,83,
110,김포공항,2020-07-08,4,11,16,1735,1745,290,300,10,29.7,19.4,1527,442,1004.7,1005.5,1003.2,,,,,,,,1.9,,20.6,83,{박무}100-600. {박무}700-800. {연무}1200-1500. {박무}2000-2400.
110,김포공항,2020-07-09,4,11,16,1650,1650,300,300,10,33,19.3,1521,513,1003.8,1005.2,1002.1,,,,,,,,4.6,500,20.7,77,{박무}0-1025. {연무}1025-1300. {연무}1600-1900.
110,김포공항,2020-07-10,7.9,15,21,1553,1553,40,30,60,27.6,21.5,1635,2239,1002.3,1003.7,1000.7,1.7,0.6,1035,0.5,0.4,,,5.7,3000,20.8,82,{박무}100-500. {비}510-542. {박무}800-900. {비}800-946. {비}1017-1142. {박무}1053-1200. {비}1200-1217. {비}1400-1409.
110,김포공항,2020-07-11,6.8,12,21,1325,1320,80,80,,30.5,21.1,1338,49,1006.9,1009.9,1003.1,,,,,,,,5,5000,18.9,67,
110,김포공항,2020-07-12,7.1,13,19,1845,1840,120,130,,26.1,20.9,1228,341,1009.1,1010.9,1006.9,2.5,1,1658,0.7,0.4,,,7.6,2500,19,77,{비}1608-2124.
110,김포공항,2020-07-13,9.7,15,24,746,1154,90,80,95,22.6,17.9,51,2345,1003,1006.9,1001.2,40,7.8,2255,7,5.3,,,8,2000,18.5,95,{비}19-2335. {박무}300-400. {박무}500-900. {박무}1000-2100. {박무}2200-2400. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}2335-2400. {비}2400-2400.
110,김포공항,2020-07-14,7.2,14,20,1149,1140,20,10,61,24,17.6,1530,412,1003.7,1005.6,1001.3,5.8,3.5,1,3.2,2.5,,,7.8,2000,17.2,83,{비}0-100. {박무}0-100. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}100-200. {비}200-734. {비}1144-1235.
110,김포공항,2020-07-15,4,10,14,1709,1702,300,300,,28.6,18.3,1653,507,1005.4,1006.5,1003.9,,0,550,0,0,,,4,10000,17.1,73,
110,김포공항,2020-07-16,4.4,10,17,1448,1706,290,270,,29.2,18.5,1255,423,1006.8,1008.3,1005.5,,,,,,,,1.8,3500,19.9,80,
110,김포공항,2020-07-17,4.4,13,19,1543,1437,260,280,5,31.1,20.4,1332,544,1008.3,1009.2,1006.9,,,,,,,,2,10000,21.3,81,{박무}500-1100. {연무}1100-1600.
110,김포공항,2020-07-18,4.2,10,16,1600,1151,280,210,5,29.9,20.8,1401,532,1008.3,1009.4,1006.9,,,,,,,,4.4,3500,21.3,81,{박무}400-1000. {연무}1000-1800. {박무}2200-2400.
110,김포공항,2020-07-19,9.5,16,24,1859,2134,140,150,65,27.8,20.8,2134,900,1004.3,1008.3,1001.3,14.8,9,811,7.3,3.1,,,8,2000,21.9,86,{박무}0-400. {비}552-1040. {박무}600-1000. {비}2241-2400.
110,김포공항,2020-07-20,9.7,20,41,321,313,200,200,61,26.3,21.9,42,2201,1005.3,1010.8,1000.8,2.9,1.4,757,0.8,0.3,,,7.2,600,22.4,92,{비}0-15. {비}45-328. {비}408-526. {이슬비}610-631. {박무}610-1100. {이슬비}644-714. {이슬비}749-800. {비}800-1000. {박무}2000-2400.
110,김포공항,2020-07-21,3.8,11,16,1633,1638,270,280,10,30.4,21.3,1541,549,1011.7,1013,1010.6,,,,,,,,5.8,2500,21.3,83,{박무}0-1100. {박무}2200-2400.
110,김포공항,2020-07-22,3.2,6,14,1719,1741,200,220,62,25.2,21.5,1309,2359,1009.7,1011.5,1008.5,13.8,5.8,715,4.7,3.1,,,7.7,2500,22.6,99,{박무}0-1200. {비}700-1246. {비}1300-1327. {비}1400-1754. {박무}1500-2400. {비}1828-1924.
110,김포공항,2020-07-23,9.7,19,33,1642,1850,80,80,51,23.4,19.7,953,2123,1005.5,1010.2,999.5,61.9,15.2,1931,8.7,4,,,8,2500,21,96,{박무}0-900. {비}308-400. {이슬비}400-600. {비}600-1829. {박무}1400-2300. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}1829-1850. {비}1850-1940. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}1940-2000. {비}2000-2400.
110,김포공항,2020-07-24,12,22,37,147,148,70,70,,27.6,20.3,1559,1,999,1000.8,997.7,2.1,0.9,945,0.8,0.6,,,7.4,3000,18.2,74,{비}0-641. {비}814-1042. {비}1224-1239.
110,김포공항,2020-07-25,10,16,24,1403,1519,20,10,,29,22,1352,740,1003.2,1006.8,1000.6,0.1,0.1,724,0.1,0.1,,,6.5,4500,19,72,{비}206-249. {비}522-531. {비}724-835.
110,김포공항,2020-07-26,4.1,9,12,9,10,20,20,61,29.3,20.8,1249,302,1007,1008.4,1006.1,0.3,0.3,2045,0.3,0.3,,,5.8,3500,20,76,{비}2045-2128. {박무}2100-2128.
110,김포공항,2020-07-27,3.3,7,12,1150,1422,80,240,60,26.1,22,1621,140,1008.3,1009.2,1007.5,2.3,1,1256,0.8,0.4,,,7.8,2500,23,95,{박무}100-900. {비}241-407. {비}620-800. {비}910-1945. {박무}1300-1700. {비}2007-2052.
110,김포공항,2020-07-28,5,9,12,1056,1050,130,130,,27.1,21.9,1447,427,1010.1,1011.3,1008.3,0.1,0.1,827,0.1,0.1,,,7.4,2000,22.5,89,{비}731-1000. {비}1300-1445. {비}1619-1637. {비}1700-1718.
110,김포공항,2020-07-29,4.3,11,15,1035,1021,120,110,51,25.4,23.1,1620,416,1011.5,1012.7,1010.3,6.2,1.7,1238,1.4,0.8,,,8,1000,23.9,99,{비}47-540. {박무}300-540. {비}639-812. {비}844-1030. {박무}900-1030. {박무}1148-1500. {비}1148-1726. {박무}1700-2400. {비}1922-1946. {비}2017-2104. {이슬비}2200-2400.
110,김포공항,2020-07-30,4.4,9,18,856,1111,300,230,51,28.6,21.1,1424,2352,1013.1,1014.3,1011.6,1.5,1.3,434,1.3,1.2,,,6.5,300,23,91,{이슬비}0-246. {박무}0-1200. {비}422-550. {박무}2300-2400.
110,김포공항,2020-07-31,3.8,10,19,2313,1458,310,210,61,30.5,21,1236,55,1013.8,1015.1,1012.4,1.9,1.5,2249,1.4,1.2,,,6.3,1200,23.7,89,{박무}0-900. {비}1145-1211. {박무}1145-1300. {비}2115-2400. {박무}2115-2400.
110,김포공항,2020-08-01,5.2,11,24,1935,1928,210,210,97,27.5,23.3,1753,1135,1010.3,1013.1,1007.4,40.7,13.8,1041,13.7,8.9,,,7.9,2000,24.6,96,{비}0-53. {박무}0-53. {비}108-400. {박무}400-438. {비}438-1132. {박무}451-800. {박무}900-1000. {박무}1118-1200. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}1132-1135. {뇌전과 강한비 뇌전과 강한눈 뇌전과 강한진눈깨비}1135-1140. {비}1140-1339. {박무}1225-1300. {박무}1421-1500. {비}1421-1700. {비}2018-2122. {비}2148-2400. {박무}2200-2300. {박무}2400-2400.
110,김포공항,2020-08-02,7,19,37,1527,1521,240,240,61,26.8,23.4,1413,1639,1007.4,1009.2,1005,25.1,9.6,1516,7.6,5.7,,,8,300,24.5,99,{비}0-231. {박무}0-1800. {이슬비}231-414. {비}414-600. {이슬비}600-900. {비}900-1525. {뇌전과 강한비 뇌전과 강한눈 뇌전과 강한진눈깨비}1525-1534. {비}1534-1610. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}1610-1626. {비}1626-1644. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}1644-1719. {비}1719-2000. {박무}1900-2400. {이슬비}2000-2043. {비}2247-2400.
110,김포공항,2020-08-03,8.7,20,37,20,33,210,210,65,26.6,23.8,116,1908,1007.7,1009.9,1005.4,81.6,30.3,410,25.2,10.4,,,8,900,24.8,98,{비}0-20. {박무}0-20. {비}100-1600. {박무}131-1400. {비}1725-1737. {비}1823-2000. {박무}1823-2000. {박무}2300-2400. {비}2318-2400.
110,김포공항,2020-08-04,10.2,16,26,1245,1327,220,220,63,29.8,24.9,1429,1,1010.3,1012.8,1008.6,3.2,2,2137,1.5,1.3,,,7.6,900,25.6,92,{비}0-11. {박무}0-1500. {비}409-518. {비}629-742. {비}800-829. {비}844-947. {비}1025-1041. {비}1600-1707. {박무}1700-1800. {박무}2000-2400. {비}2127-2310.
110,김포공항,2020-08-05,6.8,17,29,2315,1804,140,150,64,31.4,24.9,1621,113,1010.4,1012.6,1006.2,14.5,6.5,,6.5,6.5,,,7.3,1500,25.9,94,{박무}0-1500. {비}34-100. {비}544-1400. {비}1800-1814. {박무}1800-1814. {비}1933-2032. {박무}1933-2032. {비}2300-2400. {박무}2308-2400.
110,김포공항,2020-08-06,8.8,20,36,215,213,200,200,65,27.7,22.3,1619,2358,1004.9,1008.4,1000.5,65.2,17.6,345,11.4,6.2,,,7.3,500,23.4,95,{비}0-545. {박무}0-743. {뇌전과 강한비 뇌전과 강한눈 뇌전과 강한진눈깨비}545-600. {비}600-743. {비}828-1000. {비}1031-1100. {비}1327-1400. {박무}2300-2400.
110,김포공항,2020-08-07,3.7,7,10,1231,802,90,110,60,27.2,22.2,1521,3,1006.6,1009,1004.3,0.1,0.1,512,0.1,0.1,,,6.8,1000,22.4,88,{박무}0-100. {박무}500-1200. {비}512-600. {비}831-944.
110,김포공항,2020-08-08,7.1,13,18,1708,1625,130,130,61,27.3,21.3,1604,528,1002.6,1004.6,1001.1,12.9,4.8,2158,2.8,1.5,,,6.5,2000,22.8,92,{비}1123-1449. {박무}1150-1500. {비}1814-2400. {박무}1900-2400.
110,김포공항,2020-08-09,8.8,17,34,1315,1240,200,200,65,26.6,24.6,2234,507,1001.8,1003,1000.7,83.3,20.2,1422,14.5,7.9,,,8,800,24.8,98,{비}0-51. {박무}0-51. {박무}200-1700. {비}300-339. {비}421-2000. {박무}1824-1900. {비}2007-2212.
110,김포공항,2020-08-10,5.8,11,21,255,222,190,190,61,29.4,24.5,1255,2352,1003.2,1004.4,1001.7,15.4,3.4,1726,2.9,2.8,,,7.8,1000,25.9,97,{비}8-31. {비}231-500. {박무}300-333. {박무}435-500. {비}707-749. {비}817-1149. {박무}835-1149. {비}1436-1944. {박무}1800-1900. {비}2134-2400. {박무}2200-2400.
110,김포공항,2020-08-11,6,13,23,348,1419,230,220,65,28.2,22,1308,517,1008.6,1012.5,1003.6,89.5,25.9,134,16.6,10.1,,,7.3,700,23.7,94,{비}0-915. {박무}0-915. {박무}2400-2400.
110,김포공항,2020-08-12,3.6,8,17,2354,2156,210,210,10,32.5,22.2,1335,354,1012.3,1013.5,1010.9,0,0,,0,0,,,6.8,2000,24.8,88,{박무}0-900. {비}2200-2234.
110,김포공항,2020-08-13,8.7,16,27,1352,1402,210,200,,31.4,25.7,1518,409,1009,1012.3,1006.3,,,,,,,,6.8,2500,25.6,88,
110,김포공항,2020-08-14,9.8,16,27,1156,335,230,200,10,28.8,26.1,1459,2351,1005.4,1006.8,1004.1,0,0,,0,0,,,7.4,800,25.4,91,{비}800-824. {박무}1900-2400. {비}2221-2347.
110,김포공항,2020-08-15,4.5,10,16,631,631,260,270,65,27.4,25,1525,713,1008.2,1009.9,1005.9,39.7,18.5,605,16.3,11.1,,,7.8,600,25.9,99,{박무}0-2400. {비}150-300. {비}438-1052. {비}1104-1342. {비}1400-1723.
110,김포공항,2020-08-16,7.4,15,25,1249,1234,220,210,10,31.5,25.2,1346,441,1010.5,1012,1009.4,,,,,,,,6.4,2000,25.1,88,{박무}0-200.
110,김포공항,2020-08-17,4.8,9,16,1646,1538,270,260,10,32.4,24.1,1532,2343,1013.4,1014.7,1012,,,,,,,,4.3,2500,24.7,84,{박무}2400-2400.
110,김포공항,2020-08-18,4,9,13,1304,1248,310,310,10,31.5,22.5,1629,444,1013.2,1014.8,1011.2,,,,,,,,2.3,2000,23.8,86,{박무}0-1100. {연무}1100-1300. {박무}2100-2400.
110,김포공항,2020-08-19,4.8,10,18,1230,1228,290,280,10,31.8,22,1203,433,1011.5,1012.8,1009.8,,,,,,,,2.9,2000,23.6,85,{박무}0-900. {연무}900-1300. {박무}2000-2400.
110,김포공항,2020-08-20,4,12,19,1456,1438,300,260,10,33.5,23.6,1351,604,1012.2,1013.4,1010.5,,,,,,,,5.3,2000,24.1,85,{박무}0-1000. {박무}2200-2400.
