ISSUE_HW_DAY_2019-05_2019-05_2021
일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2019-05-03,인천(112),X,20.8,21.5,15.4,10.8,53.9,X, ,X,매우높음
2019-05-03,원주(114),X,23.1,27,17.8,8,35,X, ,X,낮음
2019-05-03,울릉도(115),X,18.6,19.1,14.4,11.9,56,X, ,X,낮음
2019-05-03,수원(119),X,24.7,26.9,16.3,7.2,53.1,X, ,X,낮음
2019-05-03,영월(121),X,23.8,27.6,17.2,5.2,42.4,X, ,X,낮음
2019-05-03,충주(127),X,24.2,27.7,16.2,4.6,48.1,X, ,X,낮음
2019-05-03,서산(129),X,22.9,24.1,15.1,6.1,63.9,X, ,X,매우높음
2019-05-03,울진(130),X,20.2,18.2,14.1,9.2,78.9,X, ,X,낮음
2019-05-03,청주(131),X,24.9,28.8,19,9.3,39,X, ,X,매우높음
2019-05-03,대전(133),X,25.6,28.4,18,7.4,47.8,X, ,X,매우높음
2019-05-03,추풍령(135),X,23.5,27.3,18.2,6.3,31.9,X, ,X,낮음
2019-05-03,안동(136),X,24.3,27.8,17.7,6.6,46,X, ,X,매우높음
2019-05-03,상주(137),X,25.8,29.2,19.1,7.5,42,X, ,X,낮음
2019-05-03,포항(138),X,22.4,19.9,17,14.4,65.6,X, ,X,낮음
2019-05-03,군산(140),X,23.1,22.9,14.7,7.9,71.9,X, ,X,낮음
2019-05-03,대구(143),X,23.9,28.7,19.3,9.5,40.5,X, ,X,매우높음
2019-05-03,전주(146),X,25.9,27.2,16.9,7.7,52.8,X, ,X,매우높음
2019-05-03,울산(152),X,23.4,24.4,18.2,12,45.9,X, ,X,매우높음
2019-05-03,창원(155),X,23.6,26.1,16.9,10.2,47.8,X, ,X,매우높음
2019-05-03,광주(156),X,25.2,28.9,18,8.5,45.8,X, ,X,매우높음
2019-05-03,부산(159),X,22.9,23.1,19.1,15.3,41.9,X, ,X,매우높음
2019-05-03,통영(162),X,21.5,22.6,17.6,10.7,52,X, ,X,낮음
2019-05-03,목포(165),X,22.3,22.4,15.8,9.7,66.4,X, ,X,매우높음
2019-05-03,여수(168),X,22.6,24.4,17.9,12.2,43.3,X, ,X,낮음
2019-05-03,흑산도(169),X,21.6,20.8,16.7,13.9,61,X, ,X,낮음
2019-05-03,완도(170),X,24.9,26.1,18.9,11.2,47.5,X, ,X,낮음
2019-05-03,고창(172),X,25,26,15.2,5.9,64.3,X, ,X,낮음
2019-05-03,제주(184),X,22.3,21.9,18.9,16,49,X, ,X,매우높음
2019-05-03,진주(192),X,25.7,27.9,16.2,5.5,55.5,X, ,X,낮음
2019-05-03,양평(202),X,24.2,28.1,16.9,6.1,42,X, ,X,낮음
2019-05-03,이천(203),X,24.7,28.8,17.3,5.1,40,X, ,X,낮음
2019-05-03,인제(211),X,23.7,27.6,16.3,5.5,43,X, ,X,낮음
2019-05-03,홍천(212),X,24.7,28.9,17.5,5.7,41,X, ,X,낮음
2019-05-03,태백(216),X,21.6,23.7,14.8,5.3,44,X, ,X,낮음
2019-05-03,정선군(217),X,23.4,27.5,16.4,5.5,40.4,X, ,X,낮음
2019-05-03,제천(221),X,23.2,27.9,15.7,3.3,43.5,X, ,X,낮음
2019-05-03,보은(226),X,24.8,28.3,16,4.1,54.1,X, ,X,낮음
2019-05-03,천안(232),X,23.1,26.9,15.3,3.6,50.3,X, ,X,낮음
2019-05-03,보령(235),X,20.9,20.8,14,8.3,63.9,X, ,X,낮음
2019-05-03,부여(236),X,25.8,27.8,15.7,5.3,59.6,X, ,X,낮음
2019-05-03,금산(238),X,24,27.5,15.5,3.5,49.6,X, ,X,낮음
2019-05-03,세종(239),X,,,,,,X, ,X,매우높음
2019-05-03,부안(243),X,23.6,24.2,15.3,7.2,57.9,X, ,X,낮음
2019-05-03,임실(244),X,23.2,27.5,14.9,2.4,51.3,X, ,X,낮음
2019-05-03,정읍(245),X,24.3,26.4,16,6.7,58.9,X, ,X,낮음
2019-05-03,남원(247),X,24.4,28.5,16.2,4.6,45.3,X, ,X,낮음
2019-05-03,장수(248),X,22.4,26,14.5,2.6,50.9,X, ,X,낮음
2019-05-03,영광군(252),X,23.4,23.2,14.8,5.8,64.8,X, ,X,낮음
2019-05-03,김해시(253),X,25.2,26.7,18.8,11.9,51.4,X, ,X,낮음
2019-05-03,순창군(254),X,23.9,27.5,16,4.4,54.3,X, ,X,낮음
2019-05-03,양산시(257),X,25.5,27.7,17.9,8.5,59.1,X, ,X,낮음
2019-05-03,강진군(259),X,25.2,28,16.5,6,56,X, ,X,낮음
2019-05-03,장흥(260),X,24.6,26.6,15.7,3.8,57.9,X, ,X,낮음
2019-05-03,해남(261),X,25.2,26.9,14.4,3,66.3,X, ,X,낮음
2019-05-03,고흥(262),X,23.5,26,15.2,5,53.3,X, ,X,낮음
2019-05-03,의령군(263),X,24.7,28.1,17,5.6,50.4,X, ,X,낮음
2019-05-03,함양군(264),X,25.4,28.5,16.3,3.7,54.3,X, ,X,낮음
2019-05-03,진도군ASOS(268),X,23.2,24.4,14.9,6.9,63.5,X, ,X,낮음
2019-05-03,봉화(271),X,23.3,27.8,15,2.9,49.9,X, ,X,낮음
2019-05-03,영주(272),X,23.5,27.6,17.7,5.3,36.8,X, ,X,낮음
2019-05-03,문경(273),X,24.9,28.3,18.3,6.5,39,X, ,X,낮음
2019-05-03,청송군(276),X,24.6,27,15,3.2,65.9,X, ,X,낮음
2019-05-03,영덕(277),X,22.5,21.7,16.2,9.4,58.9,X, ,X,낮음
2019-05-03,의성(278),X,24.7,29.4,16.5,3.8,50,X, ,X,낮음
2019-05-03,구미(279),X,24.8,28.3,18.2,8.1,47,X, ,X,낮음
2019-05-03,영천(281),X,24.7,28,17,6.1,49.1,X, ,X,낮음
2019-05-03,경주시(283),X,24.9,26.1,16.7,7.5,61.9,X, ,X,낮음
2019-05-03,거창(284),X,24.3,27.5,16.3,4.3,48.1,X, ,X,낮음
2019-05-03,합천(285),X,25,28.9,17.4,5.6,45.5,X, ,X,낮음
2019-05-03,밀양(288),X,23.9,28.2,17.5,6.5,50.8,X, ,X,낮음
2019-05-03,산청(289),X,25.3,28.7,17.4,6.2,46.6,X, ,X,낮음
2019-05-03,거제(294),X,24.5,26.6,17.7,9.7,47.5,X, ,X,낮음
2019-05-03,남해(295),X,24.7,27,17.7,10.2,43.3,X, ,X,낮음
2019-05-03,부천(433),X,,24.2,16.6,9.7,,X, ,X,낮음
2019-05-03,안양(434),X,,24.9,16.4,9.6,43,X, ,X,낮음
2019-05-03,광명(437),X,,25.6,18,12.1,,X, ,X,낮음
2019-05-03,군포(438),X,,26.4,17.5,10.3,,X, ,X,낮음
2019-05-03,김포(441),X,,22.9,14.6,6.8,,X, ,X,낮음
2019-05-03,하남(444),X,,,17,,,X, ,X,낮음
2019-05-03,의왕(445),X,,24.4,14.9,6.5,,X, ,X,낮음
2019-05-03,포천(504),X,23.8,27.5,16.1,4.9,45,X, ,X,낮음
2019-05-03,가평조종(505),X,,26.9,15.2,2.8,,X, ,X,낮음
2019-05-03,안성(516),X,24.8,27.5,16.6,6.1,52,X, ,X,낮음
2019-05-03,간성(517),X,21.3,19.3,14.1,7.7,77,X, ,X,낮음
2019-05-03,평창(526),X,22.9,27.2,15.4,3.9,44,X, ,X,낮음
2019-05-03,의정부(532),X,24.6,26.7,16.6,6.4,51,X, ,X,낮음
2019-05-03,횡성(536),X,25.7,28.4,16.4,4.5,52,X, ,X,낮음
2019-05-03,고양(540),X,25.2,27.7,16.1,6.2,53,X, ,X,낮음
2019-05-03,남양주(541),X,24.6,27.5,17.1,7,44,X, ,X,낮음
2019-05-03,안산(545),X,23.5,24.6,14,4,68,X, ,X,낮음
2019-05-03,경기광주(546),X,23.7,27.3,16.2,5.5,41,X, ,X,낮음
2019-05-03,여주(548),X,25.2,28.5,16.7,5.8,45,X, ,X,낮음
2019-05-03,용인(549),X,23.3,26.1,15.6,5.1,49,X, ,X,낮음
2019-05-03,오산(550),X,23.7,27.3,16.7,7.5,38,X, ,X,낮음
2019-05-03,평택(551),X,25.1,26.9,17,6.6,52,X, ,X,낮음
2019-05-03,화천(555),X,25.9,29.7,16.2,4,52,X, ,X,낮음
2019-05-03,양구(556),X,24.6,28.5,16.3,4.4,45,X, ,X,낮음
2019-05-03,시흥(565),X,22.3,24.5,15.4,6,57,X, ,X,낮음
2019-05-03,구리(569),X,24.7,27.5,17.5,7.5,42,X, ,X,낮음
2019-05-03,화성(571),X,22.8,25.1,15.9,9,45,X, ,X,낮음
2019-05-03,성남(572),X,24.8,27.8,17.3,7.6,44,X, ,X,매우높음
2019-05-03,과천(590),X,23.7,27,16.2,5.4,43,X, ,X,낮음
2019-05-03,양주(598),X,23.3,25.7,15.5,4.6,50,X, ,X,낮음
2019-05-03,단양(601),X,24.3,28.4,17.3,6.5,48,X, ,X,낮음
2019-05-03,진천(602),X,24.5,28.6,16.4,5.2,43,X, ,X,낮음
2019-05-03,괴산(603),X,24.2,28.2,15.5,3.2,51,X, ,X,낮음
2019-05-03,옥천(604),X,24.4,27.8,15.9,4.5,63,X, ,X,낮음
2019-05-03,홍북(608),X,26.5,28.1,15.8,6.5,59,X, ,X,낮음
2019-05-03,공주(612),X,25.1,28.7,16.5,4.8,50,X, ,X,낮음
2019-05-03,서천(614),X,23.7,24,14.7,5.5,67,X, ,X,낮음
2019-05-03,논산(615),X,25.4,27.7,16,5.4,59,X, ,X,낮음
2019-05-03,당진(616),X,25.2,26.4,16,6.3,58,X, ,X,낮음
2019-05-03,청양(618),X,25.4,27,14.3,2.1,62,X, ,X,낮음
2019-05-03,음성(619),X,24.4,28,15.3,3.3,55,X, ,X,낮음
2019-05-03,증평(623),X,24.9,27.9,16.6,5,53,X, ,X,낮음
2019-05-03,태안(627),X,21.9,22,14.9,9.6,73,X, ,X,낮음
2019-05-03,예산(628),X,26,27.7,16.9,6.8,51,X, ,X,낮음
2019-05-03,아산(634),X,24.4,27.4,15.3,7.3,51,X, ,X,낮음
2019-05-03,계룡(636),X,25.1,27.8,14,0.9,58,X, ,X,낮음
2019-05-03,연천청산(652),X,24.2,27,15.9,4.7,48,X, ,X,낮음
2019-05-03,양양(670),X,22.5,20.4,14.5,8.4,86,X, ,X,낮음
2019-05-03,무안(699),X,24.2,24.5,14.3,5.9,69,X, ,X,낮음
2019-05-03,무주(701),X,24.2,28.2,15.4,3,58,X, ,X,낮음
2019-05-03,익산(702),X,26.5,27.3,15.2,5.2,70,X, ,X,낮음
2019-05-03,진안(703),X,23.1,25.9,14.3,2.1,55,X, ,X,낮음
2019-05-03,담양(706),X,25.9,29.1,16.3,4.4,61,X, ,X,낮음
2019-05-03,구례(709),X,24.6,29.1,15.7,3.5,50,X, ,X,낮음
2019-05-03,나주(710),X,26.9,28.5,15.4,4.4,69,X, ,X,낮음
2019-05-03,순천시(712),X,25.4,26.9,17.8,8.9,50,X, ,X,낮음
2019-05-03,광양읍(713),X,25.3,28.1,17.4,7.3,49,X, ,X,낮음
2019-05-03,장성(730),X,24.6,27.4,15,4.1,56,X, ,X,낮음
2019-05-03,영암(731),X,26,26.9,14.7,4.2,69,X, ,X,낮음
2019-05-03,보성(732),X,24.1,25.7,14.2,3.4,62,X, ,X,낮음
2019-05-03,완주(734),X,25.2,27.3,15.3,4.9,52,X, ,X,낮음
2019-05-03,김제(737),X,24.1,24.1,15.9,8.3,59,X, ,X,낮음
2019-05-03,화순(741),X,24.4,28.4,16.2,4.7,48,X, ,X,낮음
2019-05-03,함평(754),X,25.3,25.6,15.3,5.4,67,X, ,X,낮음
2019-05-03,곡성(768),X,24.7,28.6,15.6,3.9,47,X, ,X,낮음
2019-05-03,압해도(789),X,22.2,21.7,15.2,9.3,79,X, ,X,낮음
2019-05-03,영양(801),X,24.5,27.2,14.9,4,59,X, ,X,낮음
2019-05-03,성주(810),X,23.8,27.9,17.3,6,42,X, ,X,낮음
2019-05-03,고령(812),X,25.2,28.6,16.6,4.7,57,X, ,X,낮음
2019-05-03,청도(813),X,23,27.9,17,5.2,48,X, ,X,낮음
2019-05-03,예천(815),X,25.6,28,16.4,5,55,X, ,X,낮음
2019-05-03,김천(822),X,25.1,28.4,15.7,2.7,55,X, ,X,낮음
2019-05-03,군위(823),X,25.7,28.6,16.9,4.6,55,X, ,X,낮음
2019-05-03,칠곡(825),X,25,29.3,18.5,6.9,43,X, ,X,낮음
2019-05-03,경산(827),X,24.8,28.1,18.8,8.7,41,X, ,X,낮음
2019-05-03,삼척(876),X,20.4,19.5,15.5,11.6,60,X, ,X,낮음
2019-05-03,속초(90),X,20.8,19.1,15.3,10.9,72.3,X, ,X,낮음
2019-05-03,삼천포(907),X,23.4,25.5,16.8,10.3,45,X, ,X,낮음
2019-05-03,고성(918),X,24.3,25.8,16,7.1,58,X, ,X,낮음
2019-05-03,창녕(919),X,25.2,28.4,17.9,5.7,49,X, ,X,낮음
2019-05-03,함안(920),X,25.3,28.8,16,5.1,57,X, ,X,낮음
2019-05-03,북춘천(93),X,24.1,28.7,16.6,5.3,41.4,X, ,X,매우높음
2019-05-03,하동(932),X,25.2,27.8,16.9,6.6,53,X, ,X,낮음
2019-05-03,철원(95),X,23.5,26.7,16.4,5.3,44.9,X, ,X,낮음
2019-05-03,동두천(98),X,27.8,27.4,16.7,6.4,44.9,X, ,X,낮음
2019-05-03,파주(99),X,23.8,25.2,14.7,4.1,62.8,X, ,X,낮음
2019-05-04,북강릉(104),X,23.1,22.7,15.7,10.4,77.3,X, ,X,매우높음
2019-05-04,동해(106),X,19.1,16.9,13.8,9.7,85.3,X, ,X,낮음
2019-05-04,서울(108),X,25,27.4,19.5,12,40.4,X, ,X,높음
2019-05-04,인천(112),X,21.3,21.8,16.3,11.7,61,X, ,X,높음
2019-05-04,원주(114),X,24.1,26.6,18.7,9.8,42,X, ,X,낮음
2019-05-04,울릉도(115),X,20.6,18.7,14.7,12.1,78.3,X, ,X,낮음
2019-05-04,수원(119),X,25.1,26.9,17.2,9.5,58,X, ,X,낮음
2019-05-04,영월(121),X,25.2,28.2,17.9,6.9,49.4,X, ,X,낮음
2019-05-04,충주(127),X,24.5,27.1,17.3,7.4,54.5,X, ,X,낮음
2019-05-04,서산(129),X,24.8,26.6,16.6,7.8,65.5,X, ,X,높음
2019-05-04,울진(130),X,20.2,18,14.2,8.2,88.6,X, ,X,낮음
2019-05-04,청주(131),X,25.2,28.1,20.1,12,39,X, ,X,매우높음
2019-05-04,대전(133),X,25.2,27.4,19.2,10.2,49.3,X, ,X,매우높음
2019-05-04,추풍령(135),X,23.8,26.7,18.5,8.6,38.1,X, ,X,낮음
2019-05-04,안동(136),X,26,28.4,18.5,8.6,53.3,X, ,X,매우높음
2019-05-04,상주(137),X,26.8,29,20.6,12,41.9,X, ,X,낮음
2019-05-04,포항(138),X,22.4,20.2,16.9,13.3,79.8,X, ,X,낮음
2019-05-04,군산(140),X,23.3,23.7,15.9,9.6,73,X, ,X,낮음
2019-05-04,대구(143),X,25.3,29.5,20.3,10.8,49,X, ,X,매우높음
2019-05-04,전주(146),X,25.8,26.9,18.3,9.7,58.4,X, ,X,매우높음
2019-05-04,울산(152),X,24.6,25.7,18.7,11.2,54.5,X, ,X,매우높음
2019-05-04,창원(155),X,24.2,26,17.9,11.8,46.4,X, ,X,위험
2019-05-04,광주(156),X,25.4,28.2,19.6,10.7,43.9,X, ,X,높음
2019-05-04,부산(159),X,23.1,23.6,19.1,15.1,53,X, ,X,매우높음
2019-05-04,통영(162),X,21.5,22.2,16.6,11.5,63.5,X, ,X,낮음
2019-05-04,목포(165),X,22.8,23.6,17.2,11.6,56.9,X, ,X,매우높음
2019-05-04,여수(168),X,23.8,24.3,18,13.1,60.1,X, ,X,낮음
2019-05-04,흑산도(169),X,23.3,24.4,18.4,13.4,44.4,X, ,X,낮음
2019-05-04,완도(170),X,26.2,27.4,18.7,11.7,55.1,X, ,X,낮음
2019-05-04,고창(172),X,24.8,26.1,16.3,7.1,62.5,X, ,X,낮음
2019-05-04,제주(184),X,22.1,23.3,19.2,14.7,48,X, ,X,매우높음
2019-05-04,진주(192),X,26.2,28.2,16.7,6.1,60.6,X, ,X,낮음
2019-05-04,양평(202),X,24.9,28.1,18.4,8.4,46,X, ,X,낮음
2019-05-04,이천(203),X,25.2,28.6,18.4,8.1,44.9,X, ,X,낮음
2019-05-04,인제(211),X,24.4,28,17.3,7,48.1,X, ,X,낮음
2019-05-04,홍천(212),X,25.4,28.9,18.5,7.4,46.1,X, ,X,낮음
2019-05-04,태백(216),X,23.4,26,16.2,5.8,45.9,X, ,X,낮음
2019-05-04,정선군(217),X,24.5,28.7,16.8,6.8,51,X, ,X,낮음
2019-05-04,제천(221),X,24.6,27.3,16.4,5.1,50.9,X, ,X,낮음
2019-05-04,보은(226),X,24.9,27.9,17.3,6.5,54.1,X, ,X,낮음
2019-05-04,천안(232),X,23,26.5,16.2,6.2,48.9,X, ,X,낮음
2019-05-04,보령(235),X,22.1,22.6,15.4,8.2,62.5,X, ,X,낮음
2019-05-04,부여(236),X,25.8,28.3,17.4,7.1,61.5,X, ,X,낮음
2019-05-04,금산(238),X,24.2,27.5,16.9,5.5,53.6,X, ,X,낮음
2019-05-04,세종(239),X,,,,,,X, ,X,매우높음
2019-05-04,부안(243),X,24.2,25.2,16.4,9.4,57.5,X, ,X,낮음
2019-05-04,임실(244),X,24.2,27.7,16.5,4.3,53.1,X, ,X,낮음
2019-05-04,정읍(245),X,24.6,26.5,17.7,8.6,55.1,X, ,X,낮음
2019-05-04,남원(247),X,24.7,28.4,17.7,7.1,47.5,X, ,X,낮음
2019-05-04,장수(248),X,23.2,26.5,16,4.5,54.1,X, ,X,낮음
2019-05-04,영광군(252),X,24.1,25.4,16.2,6.7,55.9,X, ,X,낮음
2019-05-04,김해시(253),X,26.3,27.4,19.5,12.7,52.6,X, ,X,낮음
2019-05-04,순창군(254),X,25.3,28.3,17.1,6.4,56.1,X, ,X,낮음
2019-05-04,양산시(257),X,26.6,27.9,18.4,9.7,59.1,X, ,X,낮음
2019-05-04,강진군(259),X,25.7,28,17.7,7.3,54.8,X, ,X,낮음
2019-05-04,장흥(260),X,26.2,28.5,16.7,5.2,59.8,X, ,X,낮음
2019-05-04,해남(261),X,24.9,26.3,15.3,3.8,65.8,X, ,X,낮음
2019-05-04,고흥(262),X,25.1,27,16.8,6.4,59.8,X, ,X,낮음
2019-05-04,의령군(263),X,26.4,29.1,17.4,6.1,56.8,X, ,X,낮음
2019-05-04,함양군(264),X,25.9,29.8,17.6,5.5,59.9,X, ,X,낮음
2019-05-04,진도군ASOS(268),X,22.7,24.4,15.8,7,61,X, ,X,낮음
2019-05-04,봉화(271),X,24.8,28.5,16.2,4.3,54.8,X, ,X,낮음
2019-05-04,영주(272),X,25.8,28,17.6,6.6,49.6,X, ,X,낮음
2019-05-04,문경(273),X,26.3,29.5,19.6,10,45.1,X, ,X,낮음
2019-05-04,청송군(276),X,26.3,28.7,16.6,5.1,70.1,X, ,X,낮음
2019-05-04,영덕(277),X,24.7,23.5,15.8,8.1,78.5,X, ,X,낮음
2019-05-04,의성(278),X,25.3,29.5,17.4,5.8,54.4,X, ,X,낮음
2019-05-04,구미(279),X,25.6,29.5,19.5,9.7,53.1,X, ,X,낮음
2019-05-04,영천(281),X,25.4,29.6,18.5,7.5,56.6,X, ,X,낮음
2019-05-04,경주시(283),X,26.7,28.4,18.1,8.3,61,X, ,X,낮음
2019-05-04,거창(284),X,25.4,28.2,17.6,5.5,52,X, ,X,낮음
2019-05-04,합천(285),X,25.9,29.1,18.5,6.8,48.5,X, ,X,낮음
2019-05-04,밀양(288),X,24.9,28.7,18.4,8,51.1,X, ,X,낮음
2019-05-04,산청(289),X,26.4,29.4,18.3,7.3,53.1,X, ,X,낮음
2019-05-04,거제(294),X,26,27.4,18.4,10.2,54,X, ,X,낮음
2019-05-04,남해(295),X,25.6,28,18.4,10.3,46.1,X, ,X,낮음
2019-05-04,부천(433),X,,25.9,18.2,10.8,,X, ,X,낮음
2019-05-04,안양(434),X,,24.4,17.8,11.4,49,X, ,X,낮음
2019-05-04,광명(437),X,,27.9,19.4,12.5,,X, ,X,낮음
2019-05-04,군포(438),X,,26.9,18.7,11.6,,X, ,X,낮음
2019-05-04,김포(441),X,,25.1,15.6,8.6,,X, ,X,낮음
2019-05-04,하남(444),X,,,18,,,X, ,X,낮음
2019-05-04,의왕(445),X,,25.1,16.1,7.9,,X, ,X,낮음
2019-05-04,포천(504),X,24.9,28.3,17.9,7.6,48,X, ,X,낮음
2019-05-04,가평조종(505),X,,28.2,17.1,5.4,,X, ,X,낮음
2019-05-04,안성(516),X,24.7,26.3,17.5,8.4,56,X, ,X,낮음
2019-05-04,간성(517),X,22.1,20.2,15,9.2,86,X, ,X,낮음
2019-05-04,평창(526),X,25,28.1,16.7,5.8,49,X, ,X,낮음
2019-05-04,의정부(532),X,25.3,27.7,18.1,8.8,58,X, ,X,낮음
2019-05-04,횡성(536),X,26.5,27.7,17.1,5.9,61,X, ,X,낮음
2019-05-04,고양(540),X,27,28.9,17.6,8.6,54,X, ,X,낮음
2019-05-04,남양주(541),X,25.5,28.7,18.4,9.5,50,X, ,X,낮음
2019-05-04,안산(545),X,23.5,24.8,14.8,6.2,67,X, ,X,낮음
2019-05-04,경기광주(546),X,24,27.2,17.5,8.4,46,X, ,X,낮음
2019-05-04,여주(548),X,24.8,27.2,17.7,8.3,50,X, ,X,낮음
2019-05-04,용인(549),X,23.8,26,16.7,8.3,51,X, ,X,낮음
2019-05-04,오산(550),X,24,26.8,17.7,9.5,45,X, ,X,낮음
2019-05-04,평택(551),X,24.6,26.7,17.5,8.8,56,X, ,X,낮음
2019-05-04,화천(555),X,26.5,29.4,17,6.1,59,X, ,X,낮음
2019-05-04,양구(556),X,25.4,29,17.4,6.3,51,X, ,X,낮음
2019-05-04,시흥(565),X,23.7,25.7,16,7.8,62,X, ,X,낮음
2019-05-04,구리(569),X,25.8,28.4,18.9,9.6,47,X, ,X,낮음
2019-05-04,화성(571),X,23.8,25.1,16.8,9.6,56,X, ,X,낮음
2019-05-04,성남(572),X,24.9,27.5,18.4,9.4,49,X, ,X,높음
2019-05-04,과천(590),X,24.9,28.1,17.5,7.8,49,X, ,X,낮음
2019-05-04,양주(598),X,25.1,27,17.1,7.3,55,X, ,X,낮음
2019-05-04,단양(601),X,25.5,28.2,18.3,8.5,58,X, ,X,낮음
2019-05-04,진천(602),X,24.2,27.7,17.4,8,43,X, ,X,낮음
2019-05-04,괴산(603),X,24.4,27.7,16.6,5.9,56,X, ,X,낮음
2019-05-04,옥천(604),X,24.9,26.7,17.1,6.9,64,X, ,X,낮음
2019-05-04,홍북(608),X,27.1,28,17.1,7.4,66,X, ,X,낮음
2019-05-04,공주(612),X,25.3,28.6,17.8,7.2,52,X, ,X,낮음
2019-05-04,서천(614),X,23.6,24.2,15.9,7.1,68,X, ,X,낮음
2019-05-04,논산(615),X,25.7,28.2,17.3,7.4,64,X, ,X,낮음
2019-05-04,당진(616),X,24.8,26.4,17.1,8.9,57,X, ,X,낮음
2019-05-04,청양(618),X,25,26.4,15.5,4.7,66,X, ,X,낮음
2019-05-04,음성(619),X,24.7,27.4,16.6,5.8,57,X, ,X,낮음
2019-05-04,증평(623),X,24.7,27.1,17.6,8.5,53,X, ,X,낮음
2019-05-04,태안(627),X,23.6,24.3,16.3,9.6,65,X, ,X,낮음
2019-05-04,예산(628),X,25.2,26.5,18,9.4,59,X, ,X,낮음
2019-05-04,아산(634),X,23.5,25.3,16.5,8.4,55,X, ,X,낮음
2019-05-04,계룡(636),X,25,27.4,15.7,3.6,61,X, ,X,낮음
2019-05-04,연천청산(652),X,25.2,27.5,16.9,6.8,54,X, ,X,낮음
2019-05-04,양양(670),X,23.5,21.1,15.3,9.6,94,X, ,X,낮음
2019-05-04,무안(699),X,24,25.2,16.5,8,61,X, ,X,낮음
2019-05-04,무주(701),X,25.3,28.2,16.5,5,61,X, ,X,낮음
2019-05-04,익산(702),X,26.5,27.4,16.4,6.9,71,X, ,X,낮음
2019-05-04,진안(703),X,23.7,26.2,16,4.7,60,X, ,X,낮음
2019-05-04,담양(706),X,25.9,29,17.7,5.7,58,X, ,X,낮음
2019-05-04,구례(709),X,25.6,29.1,17.2,4.9,52,X, ,X,낮음
2019-05-04,나주(710),X,26.5,28.8,16.8,5.4,70,X, ,X,낮음
2019-05-04,순천시(712),X,25.9,27.2,19.1,9.9,56,X, ,X,낮음
2019-05-04,광양읍(713),X,26.7,29.2,18.8,8.2,51,X, ,X,낮음
2019-05-04,장성(730),X,24.8,27.2,16.9,5.8,57,X, ,X,낮음
2019-05-04,영암(731),X,25.7,26.6,16.1,5.6,70,X, ,X,낮음
2019-05-04,보성(732),X,25.2,27.3,15.8,4.3,61,X, ,X,낮음
2019-05-04,완주(734),X,25.7,28.5,16.8,5.6,58,X, ,X,낮음
2019-05-04,김제(737),X,25.3,26,16.8,8.9,60,X, ,X,낮음
2019-05-04,화순(741),X,24.3,28.3,17.6,6,47,X, ,X,낮음
2019-05-04,함평(754),X,25.5,27,17.1,6.5,61,X, ,X,낮음
2019-05-04,곡성(768),X,25.6,28.8,17.1,5.7,51,X, ,X,낮음
2019-05-04,압해도(789),X,23.1,22.9,16.5,10.5,68,X, ,X,낮음
2019-05-04,영양(801),X,25.3,28.3,16.3,6.1,61,X, ,X,낮음
2019-05-04,성주(810),X,24.7,29.3,18.5,7.5,49,X, ,X,낮음
2019-05-04,고령(812),X,25.9,28.9,17.6,6.1,60,X, ,X,낮음
2019-05-04,청도(813),X,24.8,28.7,17.7,6.7,52,X, ,X,낮음
2019-05-04,예천(815),X,26.4,28.1,17.3,6.4,65,X, ,X,낮음
2019-05-04,김천(822),X,26.2,28.9,17.1,4.5,57,X, ,X,낮음
2019-05-04,군위(823),X,27.2,29.2,17.5,6.4,63,X, ,X,낮음
2019-05-04,칠곡(825),X,26.4,29.5,19.2,8.3,51,X, ,X,낮음
2019-05-04,경산(827),X,26.5,29,19.7,10.1,48,X, ,X,낮음
2019-05-04,삼척(876),X,20.9,19.3,14.9,9.6,81,X, ,X,낮음
2019-05-04,속초(90),X,21.1,19.6,15.3,11.1,82.8,X, ,X,낮음
2019-05-04,삼천포(907),X,22.8,23.6,16.5,10.3,58,X, ,X,낮음
2019-05-04,고성(918),X,24.8,25.5,16.7,7.6,62,X, ,X,낮음
2019-05-04,창녕(919),X,26.2,29.3,18.3,6.9,56,X, ,X,낮음
2019-05-04,함안(920),X,26.2,29.5,17.2,5.9,59,X, ,X,낮음
2019-05-04,북춘천(93),X,25.1,28.9,17.8,7.3,49,X, ,X,높음
2019-05-04,하동(932),X,26.5,28.8,17.9,7.5,55,X, ,X,낮음
2019-05-04,철원(95),X,24.9,27.3,17.9,7.4,52.5,X, ,X,낮음
2019-05-04,동두천(98),X,25.8,28,18.2,8.9,50.8,X, ,X,낮음
2019-05-04,파주(99),X,24.9,26.2,16.3,7,61.9,X, ,X,낮음
2019-05-05,북강릉(104),X,23.9,27,21.1,12.7,30,X, ,X,매우높음
2019-05-05,동해(106),X,22.3,23.3,18.9,12.2,45.4,X, ,X,낮음
2019-05-05,서울(108),X,23.2,26.5,19.2,13.6,35.8,X, ,X,높음
2019-05-05,인천(112),X,20.9,22.7,16.7,12.7,55.4,X, ,X,높음
2019-05-05,원주(114),X,23.2,27.1,19.2,12.2,34.5,X, ,X,낮음
2019-05-05,울릉도(115),X,22.6,21.1,17.7,13.3,56.3,X, ,X,낮음
2019-05-05,수원(119),X,25,27.5,18.1,10.6,52.1,X, ,X,낮음
